player,nationality,position,team,comp_level,age,birth_year,minutes_90s,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received
Abdel Abqar,MAR,DF,Alavés,La Liga,24,1999,25.7,1032.0,191.0,570.0,422.0,42.0,21.0,1032.0,5.0,3.0,60.0,1.0,20.0,492.0,2460.0,1418.0,7.0,6.0,0.0,15.0,1.0,499.0,1.0
Tammy Abraham,ENG,FW,Roma,Serie A,25,1997,2.7,69.0,4.0,4.0,31.0,34.0,9.0,69.0,6.0,2.0,33.3,4.0,66.7,37.0,208.0,111.0,6.0,2.0,2.0,9.0,2.0,53.0,15.0
Francesco Acerbi,ITA,DF,Inter,Serie A,35,1988,26.5,1977.0,219.0,941.0,946.0,98.0,25.0,1977.0,3.0,2.0,66.7,1.0,33.3,1211.0,5779.0,3081.0,21.0,11.0,0.0,4.0,1.0,1446.0,24.0
Joshua Acheampong,ENG,DF,Chelsea,Premier League,17,2006,0.1,6.0,5.0,5.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marcos Acuña,ARG,DF,Sevilla,La Liga,31,1991,14.4,984.0,33.0,270.0,476.0,253.0,10.0,984.0,21.0,10.0,47.6,8.0,38.1,473.0,2266.0,1224.0,23.0,20.0,4.0,20.0,16.0,546.0,42.0
Bénie Adama Traore,CIV,"FW,MF",Sheffield Utd,Premier League,20,2002,4.3,112.0,2.0,19.0,49.0,48.0,9.0,112.0,22.0,5.0,22.7,15.0,68.2,72.0,462.0,174.0,7.0,5.0,3.0,10.0,7.0,69.0,14.0
Bénie Adama Traore,CIV,"FW,MF",Nantes,Ligue 1,20,2002,5.6,212.0,4.0,19.0,91.0,110.0,23.0,212.0,25.0,13.0,52.0,11.0,44.0,152.0,1195.0,585.0,23.0,15.0,7.0,19.0,9.0,140.0,45.0
Akor Adams,NGA,FW,Montpellier,Ligue 1,23,2000,25.0,638.0,17.0,61.0,266.0,323.0,118.0,638.0,44.0,14.0,31.8,26.0,59.1,442.0,2673.0,1004.0,40.0,23.0,22.0,68.0,30.0,472.0,127.0
Tyler Adams,USA,MF,Bournemouth,Premier League,24,1999,1.3,91.0,3.0,23.0,54.0,14.0,4.0,91.0,3.0,2.0,66.7,0.0,0.0,44.0,193.0,116.0,4.0,1.0,2.0,3.0,0.0,52.0,1.0
Junior Adamu,AUT,"FW,MF",Freiburg,Bundesliga,22,2001,1.2,54.0,2.0,7.0,32.0,18.0,6.0,54.0,3.0,0.0,0.0,2.0,66.7,29.0,141.0,48.0,1.0,1.0,0.0,5.0,5.0,33.0,5.0
Sargis Adamyan,ARM,"FW,MF",Köln,Bundesliga,30,1993,8.9,312.0,8.0,30.0,151.0,136.0,52.0,312.0,18.0,7.0,38.9,10.0,55.6,162.0,814.0,344.0,15.0,9.0,5.0,27.0,17.0,183.0,42.0
Tosin Adarabioyo,ENG,DF,Fulham,Premier League,25,1997,18.0,1390.0,181.0,713.0,631.0,48.0,29.0,1390.0,3.0,1.0,33.3,0.0,0.0,817.0,4560.0,2661.0,10.0,12.0,1.0,4.0,4.0,1009.0,5.0
Elijah Adebayo,ENG,FW,Luton Town,Premier League,25,1998,15.8,462.0,27.0,52.0,172.0,243.0,82.0,462.0,67.0,18.0,26.9,46.0,68.7,265.0,1516.0,425.0,16.0,15.0,13.0,62.0,34.0,337.0,110.0
Karim Adeyemi,GER,"FW,MF",Dortmund,Bundesliga,21,2002,10.1,458.0,10.0,69.0,170.0,227.0,63.0,458.0,60.0,18.0,30.0,32.0,53.3,310.0,2413.0,1171.0,52.0,22.0,27.0,29.0,25.0,318.0,96.0
Simon Adingra,CIV,FW,Brighton,Premier League,21,2002,24.7,1159.0,36.0,187.0,364.0,627.0,153.0,1159.0,123.0,50.0,40.7,64.0,52.0,773.0,5063.0,2996.0,111.0,48.0,63.0,48.0,28.0,795.0,278.0
Nathaniel Adjei,GHA,DF,Lorient,Ligue 1,20,2002,13.8,811.0,94.0,374.0,397.0,46.0,10.0,811.0,5.0,4.0,80.0,1.0,20.0,554.0,3506.0,1609.0,10.0,12.0,0.0,12.0,5.0,511.0,4.0
Amine Adli,MAR,"MF,FW",Leverkusen,Bundesliga,23,2000,10.0,575.0,7.0,52.0,231.0,299.0,66.0,575.0,27.0,13.0,48.1,10.0,37.0,339.0,1768.0,1021.0,32.0,25.0,16.0,17.0,10.0,460.0,131.0
Yacine Adli,FRA,MF,Milan,Serie A,23,2000,15.6,1439.0,38.0,262.0,913.0,281.0,8.0,1439.0,32.0,22.0,68.8,8.0,25.0,873.0,4728.0,2144.0,30.0,27.0,3.0,18.0,10.0,1053.0,26.0
Adryelson,BRA,"DF,FW",Lyon,Ligue 1,25,1998,0.1,9.0,2.0,9.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,5.0,22.0,9.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
Adson,BRA,"MF,FW",Nantes,Ligue 1,22,2000,2.6,163.0,0.0,18.0,81.0,68.0,10.0,163.0,8.0,5.0,62.5,3.0,37.5,137.0,934.0,451.0,18.0,9.0,4.0,4.0,4.0,127.0,19.0
Michel Aebischer,SUI,MF,Bologna,Serie A,26,1997,24.8,1694.0,51.0,405.0,1032.0,270.0,23.0,1694.0,25.0,14.0,56.0,9.0,36.0,1040.0,4507.0,2248.0,26.0,23.0,3.0,27.0,19.0,1308.0,55.0
Emmanuel Agbadou,CIV,DF,Reims,Ligue 1,26,1997,28.8,2198.0,237.0,820.0,1233.0,165.0,32.0,2198.0,31.0,15.0,48.4,16.0,51.6,1582.0,10223.0,5460.0,42.0,26.0,2.0,24.0,23.0,1405.0,19.0
Julen Agirrezabala,ESP,GK,Athletic Club,La Liga,22,2000,2.6,104.0,84.0,104.0,0.0,0.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,58.0,348.0,192.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0
Lucien Agoume,FRA,MF,Inter,Serie A,21,2002,0.1,6.0,0.0,1.0,4.0,1.0,0.0,6.0,1.0,0.0,0.0,1.0,100.0,2.0,7.0,5.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0
Lucien Agoume,FRA,MF,Sevilla,La Liga,21,2002,8.6,430.0,17.0,108.0,245.0,83.0,12.0,430.0,8.0,7.0,87.5,1.0,12.5,221.0,1218.0,590.0,7.0,3.0,2.0,4.0,4.0,273.0,9.0
Felix Agu,GER,"DF,MF",Werder Bremen,Bundesliga,23,1999,17.9,886.0,61.0,302.0,363.0,229.0,24.0,886.0,35.0,14.0,40.0,17.0,48.6,460.0,2297.0,1223.0,32.0,16.0,7.0,32.0,10.0,495.0,90.0
Nayef Aguerd,MAR,DF,West Ham,Premier League,27,1996,20.6,1373.0,187.0,709.0,618.0,50.0,21.0,1373.0,5.0,3.0,60.0,2.0,40.0,861.0,4211.0,2388.0,10.0,8.0,0.0,10.0,2.0,912.0,3.0
Ruben Aguilar,FRA,DF,Lens,Ligue 1,30,1993,21.4,1533.0,64.0,326.0,699.0,518.0,38.0,1533.0,20.0,6.0,30.0,12.0,60.0,1039.0,5334.0,2333.0,36.0,37.0,2.0,31.0,10.0,970.0,162.0
Brandon Aguilera,CRC,FW,Nott'ham Forest,Premier League,20,2003,0.1,11.0,1.0,3.0,4.0,4.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,4.0,16.0,12.0,0.0,1.0,0.0,0.0,0.0,6.0,1.0
Naouirou Ahamada,FRA,"MF,FW",Crystal Palace,Premier League,21,2002,3.9,240.0,6.0,46.0,123.0,75.0,8.0,240.0,13.0,7.0,53.8,5.0,38.5,150.0,1018.0,486.0,19.0,8.0,4.0,8.0,11.0,169.0,20.0
Anel Ahmedhodžić,BIH,DF,Sheffield Utd,Premier League,24,1999,29.4,1331.0,228.0,730.0,508.0,104.0,33.0,1331.0,21.0,11.0,52.4,9.0,42.9,603.0,3497.0,1946.0,15.0,15.0,3.0,14.0,11.0,693.0,21.0
Joseph Aidoo,GHA,DF,Celta Vigo,La Liga,27,1995,4.5,240.0,34.0,132.0,107.0,6.0,2.0,240.0,2.0,2.0,100.0,0.0,0.0,133.0,630.0,322.0,2.0,0.0,0.0,1.0,2.0,137.0,0.0
Ola Aina,NGA,DF,Nott'ham Forest,Premier League,26,1996,18.8,1019.0,62.0,340.0,462.0,228.0,13.0,1019.0,45.0,27.0,60.0,14.0,31.1,494.0,3139.0,1830.0,53.0,29.0,11.0,24.0,10.0,539.0,38.0
Rayan Aït-Nouri,ALG,"DF,MF",Wolves,Premier League,22,2001,25.9,1522.0,56.0,406.0,698.0,446.0,49.0,1522.0,115.0,62.0,53.9,39.0,33.9,868.0,4904.0,2435.0,67.0,48.0,8.0,51.0,56.0,1007.0,99.0
Tosin Aiyegun,BEN,"MF,FW",Lorient,Ligue 1,25,1998,10.0,291.0,10.0,54.0,120.0,123.0,21.0,291.0,26.0,12.0,46.2,13.0,50.0,227.0,1660.0,686.0,17.0,10.0,6.0,18.0,13.0,218.0,52.0
Kristoffer Ajer,NOR,DF,Brentford,Premier League,25,1998,20.4,1042.0,112.0,430.0,457.0,158.0,58.0,1042.0,12.0,10.0,83.3,2.0,16.7,464.0,2367.0,1435.0,22.0,11.0,5.0,16.0,6.0,563.0,31.0
Ludovic Ajorque,FRA,FW,Mainz 05,Bundesliga,29,1994,15.1,603.0,12.0,53.0,314.0,238.0,85.0,601.0,11.0,2.0,18.2,8.0,72.7,260.0,904.0,291.0,5.0,6.0,1.0,42.0,10.0,450.0,88.0
Manuel Akanji,SUI,"DF,MF",Manchester City,Premier League,28,1995,27.9,2544.0,163.0,779.0,1385.0,392.0,27.0,2544.0,4.0,2.0,50.0,2.0,50.0,1639.0,8282.0,4923.0,46.0,51.0,3.0,14.0,9.0,1983.0,36.0
Marley Aké,FRA,FW,Udinese,Serie A,22,2001,0.1,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Nathan Aké,NED,DF,Manchester City,Premier League,28,1995,22.7,2026.0,105.0,634.0,1116.0,281.0,38.0,2026.0,10.0,5.0,50.0,3.0,30.0,1280.0,6039.0,3501.0,24.0,43.0,1.0,8.0,2.0,1507.0,18.0
Ilias Akhomach,MAR,"MF,FW",Villarreal,La Liga,19,2004,16.8,745.0,12.0,89.0,271.0,403.0,70.0,745.0,128.0,57.0,44.5,59.0,46.1,491.0,3523.0,2006.0,68.0,47.0,27.0,49.0,36.0,551.0,160.0
Sergio Akieme,ESP,DF,Almería,La Liga,25,1997,18.6,959.0,54.0,338.0,420.0,216.0,20.0,959.0,40.0,21.0,52.5,18.0,45.0,498.0,2520.0,1141.0,27.0,23.0,2.0,15.0,16.0,525.0,72.0
Sergio Akieme,ESP,DF,Reims,Ligue 1,25,1997,9.1,443.0,36.0,135.0,195.0,119.0,11.0,443.0,18.0,8.0,44.4,9.0,50.0,259.0,1562.0,742.0,20.0,12.0,3.0,12.0,8.0,239.0,34.0
Ebenezer Akinsanmiro,NGA,MF,Inter,Serie A,18,2004,0.2,9.0,0.0,3.0,6.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,9.0,83.0,11.0,0.0,1.0,0.0,1.0,1.0,10.0,0.0
Maghnes Akliouche,FRA,"MF,FW",Monaco,Ligue 1,21,2002,17.9,1055.0,10.0,101.0,457.0,513.0,79.0,1055.0,52.0,27.0,51.9,22.0,42.3,815.0,4602.0,1866.0,46.0,45.0,14.0,41.0,40.0,756.0,135.0
Paul Akouokou,CIV,MF,Betis,La Liga,25,1997,0.3,26.0,2.0,10.0,14.0,3.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,11.0,42.0,8.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0
Paul Akouokou,CIV,MF,Lyon,Ligue 1,25,1997,3.4,231.0,16.0,52.0,142.0,37.0,1.0,231.0,4.0,3.0,75.0,0.0,0.0,168.0,633.0,179.0,0.0,4.0,0.0,4.0,1.0,149.0,2.0
Jean-Daniel Akpa-Akpro,CIV,MF,Monza,Serie A,30,1992,7.8,348.0,22.0,111.0,187.0,58.0,5.0,348.0,10.0,3.0,30.0,3.0,30.0,189.0,1226.0,591.0,11.0,9.0,1.0,13.0,7.0,215.0,12.0
David Akpan Ankeye,NGA,FW,Genoa,Serie A,21,2002,0.6,17.0,0.0,2.0,6.0,10.0,1.0,17.0,5.0,2.0,40.0,3.0,60.0,12.0,109.0,61.0,3.0,1.0,1.0,2.0,0.0,10.0,2.0
Kevin Akpoguma,NGA,DF,Hoffenheim,Bundesliga,28,1995,12.2,861.0,72.0,360.0,449.0,59.0,5.0,861.0,13.0,9.0,69.2,4.0,30.8,483.0,2251.0,1054.0,10.0,11.0,2.0,10.0,1.0,564.0,9.0
David Alaba,AUT,DF,Real Madrid,La Liga,31,1992,12.8,1004.0,127.0,474.0,457.0,80.0,11.0,1004.0,0.0,0.0,0.0,0.0,0.0,699.0,3567.0,2011.0,9.0,11.0,0.0,5.0,1.0,730.0,13.0
Luis Alberto,ESP,MF,Lazio,Serie A,30,1992,25.7,1904.0,23.0,231.0,1004.0,690.0,61.0,1904.0,45.0,25.0,55.6,16.0,35.6,1018.0,5303.0,3192.0,83.0,62.0,10.0,33.0,24.0,1383.0,124.0
Raúl Albiol,ESP,DF,Villarreal,La Liga,37,1985,22.6,1476.0,244.0,853.0,605.0,26.0,14.0,1476.0,0.0,0.0,0.0,0.0,0.0,811.0,4596.0,2552.0,8.0,1.0,0.0,10.0,3.0,1019.0,0.0
Thiago Alcántara,ESP,MF,Liverpool,Premier League,32,1991,0.1,10.0,0.0,4.0,5.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,9.0,33.0,15.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0
Carlos Alcaraz,ARG,MF,Juventus,Serie A,20,2002,4.2,221.0,7.0,22.0,133.0,69.0,12.0,221.0,9.0,3.0,33.3,5.0,55.6,141.0,766.0,310.0,6.0,13.0,1.0,8.0,4.0,162.0,9.0
Rubén Alcaraz,ESP,MF,Cádiz,La Liga,32,1991,34.8,1970.0,91.0,470.0,1193.0,328.0,28.0,1968.0,23.0,10.0,43.5,11.0,47.8,997.0,4688.0,1909.0,27.0,27.0,3.0,28.0,27.0,1135.0,37.0
Omar Alderete,PAR,DF,Getafe,La Liga,26,1996,24.4,1316.0,132.0,591.0,667.0,73.0,32.0,1316.0,13.0,9.0,69.2,3.0,23.1,655.0,4060.0,2701.0,23.0,13.0,0.0,8.0,5.0,684.0,9.0
Iván Alejo,ESP,MF,Cádiz,La Liga,28,1995,18.8,701.0,27.0,139.0,241.0,335.0,21.0,701.0,61.0,24.0,39.3,31.0,50.8,401.0,2974.0,1399.0,48.0,41.0,1.0,54.0,28.0,418.0,104.0
Carles Aleñá,ESP,MF,Getafe,La Liga,25,1998,11.3,546.0,14.0,74.0,251.0,223.0,22.0,546.0,28.0,6.0,21.4,20.0,71.4,308.0,1315.0,402.0,12.0,14.0,5.0,25.0,18.0,366.0,45.0
Trent Alexander-Arnold,ENG,DF,Liverpool,Premier League,24,1998,23.9,2296.0,75.0,523.0,1217.0,582.0,34.0,2296.0,52.0,28.0,53.8,21.0,40.4,1250.0,5701.0,2724.0,45.0,48.0,7.0,27.0,6.0,1492.0,97.0
Aboubacar Ali,FRA,"MF,FW",Strasbourg,Ligue 1,17,2006,1.4,56.0,1.0,4.0,19.0,35.0,7.0,56.0,3.0,1.0,33.3,2.0,66.7,41.0,312.0,79.0,3.0,1.0,1.0,4.0,2.0,36.0,12.0
Mohamed Ali Cho,FRA,"FW,MF",Real Sociedad,La Liga,19,2004,2.8,106.0,0.0,10.0,47.0,53.0,9.0,106.0,20.0,7.0,35.0,9.0,45.0,69.0,590.0,363.0,16.0,11.0,4.0,10.0,2.0,68.0,19.0
Mohamed Ali Cho,FRA,FW,Nice,Ligue 1,19,2004,9.6,371.0,3.0,41.0,145.0,194.0,36.0,371.0,38.0,16.0,42.1,19.0,50.0,288.0,2206.0,1236.0,48.0,29.0,15.0,19.0,16.0,282.0,77.0
Faride Alidou,GER,"FW,MF",Köln,Bundesliga,22,2001,14.2,522.0,14.0,77.0,210.0,243.0,51.0,522.0,70.0,24.0,34.3,38.0,54.3,312.0,2561.0,1191.0,51.0,23.0,18.0,39.0,27.0,344.0,95.0
Nabil Alioui,FRA,"MF,FW",Le Havre,Ligue 1,24,1999,11.2,485.0,6.0,50.0,224.0,221.0,33.0,485.0,38.0,15.0,39.5,21.0,55.3,340.0,1958.0,846.0,22.0,20.0,7.0,23.0,17.0,328.0,72.0
Alisson,BRA,GK,Liverpool,Premier League,30,1992,28.0,1196.0,754.0,1145.0,52.0,0.0,0.0,1196.0,0.0,0.0,0.0,0.0,0.0,850.0,3713.0,2361.0,0.0,0.0,0.0,4.0,0.0,764.0,0.0
Tadeo Allende,ARG,"MF,FW",Celta Vigo,La Liga,24,1999,3.7,143.0,3.0,19.0,66.0,60.0,11.0,143.0,8.0,3.0,37.5,4.0,50.0,85.0,558.0,223.0,9.0,4.0,1.0,8.0,8.0,101.0,25.0
Jim Allevinah,GAB,"MF,DF",Clermont Foot,Ligue 1,28,1995,20.7,1008.0,48.0,223.0,443.0,360.0,67.0,1008.0,67.0,28.0,41.8,35.0,52.2,726.0,5623.0,2680.0,87.0,55.0,13.0,54.0,26.0,676.0,120.0
Domingos André Ribeiro Almeida,POR,"FW,MF",Valencia,La Liga,23,2000,10.7,514.0,12.0,72.0,245.0,203.0,16.0,514.0,29.0,13.0,44.8,12.0,41.4,292.0,1847.0,861.0,24.0,27.0,6.0,20.0,17.0,367.0,33.0
Miguel Almirón,PAR,FW,Newcastle Utd,Premier League,29,1994,21.5,1029.0,25.0,137.0,430.0,475.0,86.0,1029.0,52.0,23.0,44.2,22.0,42.3,652.0,4488.0,2276.0,78.0,43.0,22.0,30.0,27.0,741.0,162.0
Pontus Almqvist,SWE,"FW,MF",Lecce,Serie A,24,1999,23.4,779.0,11.0,105.0,332.0,360.0,80.0,779.0,93.0,37.0,39.8,43.0,46.2,505.0,4048.0,1930.0,72.0,47.0,35.0,59.0,39.0,558.0,137.0
Marcos Alonso,ESP,DF,Barcelona,La Liga,32,1990,2.8,246.0,7.0,59.0,100.0,89.0,7.0,246.0,6.0,3.0,50.0,2.0,33.3,141.0,766.0,388.0,11.0,10.0,2.0,2.0,3.0,157.0,33.0
Adrià Altimira,ESP,"DF,MF",Villarreal,La Liga,22,2001,8.6,552.0,38.0,200.0,278.0,82.0,2.0,552.0,16.0,11.0,68.8,4.0,25.0,257.0,1338.0,644.0,10.0,6.0,0.0,7.0,5.0,329.0,15.0
Sergi Altimira,ESP,MF,Betis,La Liga,21,2001,6.3,391.0,22.0,93.0,236.0,64.0,6.0,391.0,11.0,6.0,54.5,5.0,45.5,224.0,1089.0,465.0,10.0,4.0,0.0,8.0,9.0,278.0,8.0
Edson Álvarez,MEX,MF,West Ham,Premier League,25,1997,26.4,1599.0,150.0,565.0,854.0,201.0,16.0,1599.0,42.0,27.0,64.3,14.0,33.3,890.0,5147.0,2227.0,20.0,27.0,1.0,38.0,30.0,948.0,26.0
Gastón Álvarez,URU,DF,Getafe,La Liga,23,2000,28.2,1325.0,125.0,508.0,648.0,178.0,22.0,1325.0,21.0,9.0,42.9,11.0,52.4,558.0,2517.0,1283.0,11.0,12.0,0.0,27.0,10.0,624.0,40.0
Hugo Álvarez,ESP,"MF,DF",Celta Vigo,La Liga,20,2003,8.5,536.0,16.0,96.0,188.0,263.0,32.0,536.0,29.0,16.0,55.2,11.0,37.9,320.0,1875.0,1108.0,36.0,15.0,16.0,15.0,13.0,359.0,80.0
Julián Álvarez,ARG,"MF,FW",Manchester City,Premier League,23,2000,29.4,1554.0,20.0,107.0,473.0,988.0,149.0,1552.0,42.0,20.0,47.6,22.0,52.4,914.0,4459.0,2092.0,64.0,59.0,28.0,56.0,36.0,1103.0,180.0
Yeray Álvarez,ESP,DF,Athletic Club,La Liga,28,1995,12.8,810.0,52.0,344.0,440.0,31.0,7.0,810.0,3.0,2.0,66.7,1.0,33.3,428.0,2689.0,1856.0,13.0,9.0,1.0,8.0,0.0,485.0,2.0
Skelly Alvero,FRA,MF,Lyon,Ligue 1,21,2002,4.7,242.0,8.0,43.0,143.0,58.0,6.0,242.0,7.0,4.0,57.1,2.0,28.6,182.0,869.0,321.0,3.0,4.0,0.0,8.0,7.0,171.0,13.0
Skelly Alvero,FRA,MF,Werder Bremen,Bundesliga,21,2002,1.4,100.0,4.0,26.0,54.0,21.0,6.0,100.0,2.0,2.0,100.0,0.0,0.0,61.0,369.0,172.0,1.0,3.0,0.0,2.0,1.0,62.0,6.0
Papa Amadou Diallo,SEN,FW,Metz,Ligue 1,19,2004,9.9,405.0,18.0,97.0,177.0,146.0,24.0,405.0,43.0,16.0,37.2,25.0,58.1,259.0,1839.0,806.0,25.0,18.0,5.0,28.0,9.0,236.0,65.0
Selim Amallah,MAR,"FW,MF",Valencia,La Liga,26,1996,6.7,293.0,7.0,48.0,133.0,117.0,16.0,293.0,42.0,18.0,42.9,15.0,35.7,172.0,954.0,358.0,7.0,13.0,2.0,29.0,15.0,191.0,36.0
Amath,SEN,"FW,MF",Mallorca,La Liga,27,1996,4.4,198.0,6.0,32.0,79.0,90.0,21.0,198.0,25.0,8.0,32.0,15.0,60.0,119.0,830.0,478.0,19.0,8.0,9.0,22.0,8.0,130.0,30.0
Lorenzo Amatucci,ITA,MF,Fiorentina,Serie A,19,2004,0.2,26.0,0.0,1.0,15.0,10.0,1.0,26.0,0.0,0.0,0.0,0.0,0.0,13.0,52.0,17.0,1.0,0.0,0.0,0.0,0.0,17.0,1.0
Jordan Amavi,FRA,DF,Brest,Ligue 1,29,1994,1.0,67.0,4.0,18.0,42.0,8.0,0.0,67.0,2.0,1.0,50.0,1.0,50.0,43.0,290.0,75.0,0.0,1.0,0.0,1.0,1.0,35.0,1.0
Zeki Amdouni,SUI,FW,Burnley,Premier League,22,2000,21.7,789.0,24.0,94.0,379.0,337.0,68.0,788.0,88.0,29.0,33.0,47.0,53.4,468.0,3229.0,1654.0,63.0,30.0,20.0,67.0,32.0,513.0,93.0
Kelvin Amian,FRA,DF,Nantes,Ligue 1,25,1998,8.9,430.0,34.0,130.0,193.0,107.0,4.0,430.0,7.0,3.0,42.9,4.0,57.1,242.0,1402.0,609.0,12.0,10.0,0.0,11.0,7.0,232.0,21.0
Bruno Amione,ARG,DF,Hellas Verona,Serie A,21,2002,6.4,344.0,22.0,176.0,157.0,15.0,7.0,344.0,2.0,1.0,50.0,1.0,50.0,190.0,918.0,402.0,2.0,3.0,0.0,8.0,1.0,188.0,2.0
Michael Amir Murillo,PAN,DF,Marseille,Ligue 1,27,1996,11.1,703.0,44.0,184.0,359.0,169.0,17.0,703.0,19.0,12.0,63.2,7.0,36.8,486.0,2223.0,805.0,6.0,11.0,3.0,9.0,8.0,448.0,52.0
Nadiem Amiri,GER,MF,Mainz 05,Bundesliga,26,1996,14.6,984.0,29.0,149.0,504.0,346.0,15.0,983.0,55.0,25.0,45.5,24.0,43.6,470.0,2454.0,1094.0,16.0,25.0,5.0,22.0,19.0,524.0,22.0
Nadiem Amiri,GER,MF,Leverkusen,Bundesliga,26,1996,1.0,116.0,2.0,9.0,62.0,48.0,2.0,116.0,6.0,1.0,16.7,4.0,66.7,57.0,313.0,187.0,5.0,4.0,1.0,2.0,0.0,96.0,6.0
Kofi Amoako,GER,MF,Wolfsburg,Bundesliga,18,2005,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Sofyan Amrabat,MAR,"MF,DF",Manchester Utd,Premier League,26,1996,10.4,770.0,48.0,218.0,439.0,120.0,1.0,770.0,10.0,6.0,60.0,2.0,20.0,489.0,2362.0,947.0,6.0,8.0,0.0,9.0,11.0,545.0,10.0
Joachim Andersen,DEN,DF,Crystal Palace,Premier League,27,1996,37.9,2609.0,337.0,1320.0,1160.0,140.0,44.0,2609.0,23.0,14.0,60.9,6.0,26.1,1367.0,7243.0,4207.0,21.0,11.0,0.0,11.0,6.0,1604.0,10.0
Elliot Anderson,SCO,"MF,FW",Newcastle Utd,Premier League,20,2002,11.4,640.0,23.0,109.0,278.0,267.0,46.0,640.0,43.0,21.0,48.8,18.0,41.9,364.0,2272.0,1213.0,37.0,23.0,4.0,28.0,22.0,416.0,70.0
Felipe Anderson,BRA,"FW,MF",Lazio,Serie A,30,1993,30.8,1756.0,43.0,252.0,792.0,742.0,93.0,1756.0,107.0,43.0,40.2,54.0,50.5,897.0,5493.0,2896.0,108.0,62.0,26.0,65.0,32.0,1304.0,226.0
Benjamin André,FRA,MF,Lille,Ligue 1,32,1990,28.6,2242.0,103.0,496.0,1461.0,293.0,32.0,2242.0,23.0,10.0,43.5,13.0,56.5,1701.0,8056.0,3343.0,19.0,40.0,1.0,29.0,22.0,1612.0,37.0
Komnen Andrić,SRB,FW,Clermont Foot,Ligue 1,28,1995,1.9,83.0,2.0,3.0,44.0,36.0,3.0,83.0,5.0,2.0,40.0,3.0,60.0,59.0,272.0,42.0,0.0,4.0,1.0,8.0,6.0,66.0,24.0
Robert Andrich,GER,"MF,DF",Leverkusen,Bundesliga,28,1994,18.8,1638.0,53.0,319.0,1049.0,281.0,16.0,1638.0,12.0,7.0,58.3,4.0,33.3,885.0,4005.0,1978.0,20.0,34.0,1.0,13.0,7.0,1235.0,14.0
Miguel Ángel Rubio,ESP,DF,Granada,La Liga,25,1998,17.3,975.0,128.0,567.0,381.0,30.0,17.0,975.0,7.0,5.0,71.4,1.0,14.3,491.0,2583.0,1586.0,7.0,5.0,0.0,10.0,2.0,559.0,1.0
Angeliño,ESP,DF,Roma,Serie A,26,1997,12.7,830.0,60.0,284.0,351.0,199.0,7.0,830.0,13.0,6.0,46.2,6.0,46.2,414.0,1902.0,864.0,12.0,13.0,0.0,9.0,6.0,502.0,55.0
Fabrizio Angileri,ARG,"DF,MF",Getafe,La Liga,29,1994,1.8,121.0,7.0,34.0,52.0,37.0,1.0,121.0,4.0,2.0,50.0,1.0,25.0,59.0,237.0,92.0,2.0,2.0,0.0,1.0,0.0,62.0,6.0
Jaidon Anthony,ENG,FW,Bournemouth,Premier League,23,1999,1.7,69.0,2.0,15.0,27.0,27.0,4.0,69.0,6.0,2.0,33.3,3.0,50.0,36.0,160.0,77.0,2.0,2.0,0.0,5.0,2.0,40.0,9.0
Waldemar Anton,GER,DF,Stuttgart,Bundesliga,27,1996,32.1,2977.0,296.0,1245.0,1612.0,138.0,34.0,2977.0,22.0,15.0,68.2,7.0,31.8,1847.0,10429.0,5711.0,38.0,19.0,5.0,28.0,12.0,2110.0,15.0
Michail Antonio,JAM,FW,West Ham,Premier League,33,1990,18.8,527.0,7.0,49.0,226.0,259.0,59.0,527.0,62.0,29.0,46.8,26.0,41.9,345.0,2320.0,1084.0,48.0,17.0,19.0,69.0,39.0,398.0,104.0
Antony,BRA,FW,Manchester Utd,Premier League,23,2000,14.7,815.0,17.0,106.0,304.0,428.0,58.0,815.0,71.0,26.0,36.6,33.0,46.5,549.0,3723.0,1953.0,53.0,37.0,23.0,26.0,19.0,571.0,149.0
